,Title,Rating,Description,Website,Address,Phone
974,Simon & Schuster,4.2,"Simon & Schuster publish and distribute fabulous books in India across a broad range of fiction, non-fiction and children’s categories. If you can't choose which book to read next? Follow them and get to know about new authors and books of your preferred genre. Get to know to about the best sellers across the world and be updated with the new releases.",https://www.simonandschuster.co.in/,"163, 6th Floor, Tower A The Corenthum A-41, Sector-62 Noida – 201301 INDIA",Also Available in: worldwide
975,EduPie Learning,3.8,EduPie Learning Solutions Pvt Ltd. was started in mid of 2017 and formerly it was dealing in school management system. Afterwards EduPie Learning Solutions Pvt Ltd. Started their journey by becoming a successful provider of study packages and materials for engineering and medical entrance exam with speciality in JEE.,https://www.edupie.in,"Sector 20, Noida, Uttar Pradesh 201301, India",9667855957
976,Pet Fed,4,"Pet Fed, India's biggest pet festival is a carnival for pets and pet lovers. With in-numerous activities, workshops, stalls, and all things fun and knowledgeable, they aim to make the bond between you and your pets stronger and give pet lovers who don't have pets at home a chance to be among thousands of dogs.",http://petfed.org/,"B 29, Stadium Rd, Block B, Gujranwala Town, Delhi, 110009, India","Also Available in: Delhi, Mumbai & Bengaluru"
977,Unite Strangers,4.4,"Unite Stranger's curates short weekend get-away plans and experience of a lifetime for you, on every weekend. A lot of activities with people of similar interests whom you don't know yet. They combine a group of solo travelers, complete strangers to one another and that is where the fun begins.",https://unitestrangers.com/,+91 98968 13180,
978,The Bookish Santa,4,Bookish Santa is any book lovers combined Christmas wishes. This site provides all the books you want or need. It is a community of readers and bibliophiles with a curated set of books both new and Pre-loved spanning across multitudes of genres available at most economical prices.,https://bookishsanta.com/,097161 82959,
979,Komal's Kitchen Affairs,4.5,Komal's Kitchen Affairs is the pioneer in conducting Personalised Cookery Classes under the supervision & guidance of Komal Taneja/Delhi & Melbourne based.,http://www.komalskitchen.com/index.php,"E-22, Kalindi colony, New Delhi",Also Available in: New Delhi
980,SpinMonkey,4,"Spin Monkey organises amazing city tours. The catch being? CYCLE TOURS. Their expertise lies providing unique, eco-friendly travel experiences while exploring the Capital of India, meeting new people, and staying fit!",http://www.spinmonkey.in/,"117 Deepshikha Building, Rajender Nagar New Delhi- 110008",Also Available in: Delhi
981,MasterG,3.8,"MasterG is a design and skill development organisation, focusing on the garment manufacturing & fashion industry. It is based in New Delhi, India and has several training centres in Delhi and Haryana.",https://www.masterg.in,"Shop No.A-277, I-Area, Okhla Phase I, Okhla Industrial Area, New Delhi, Delhi 110020, India",072176 71217
982,The Noizzy Box ,3.5,The Noizzy Box is a brand of NRJ Ventures and is touted to be one of the most trusted and designer speakers that’ll make you look more stylish than ever before. ,http://noizzybox.in," Prince Plaza, Pantheon Rd, Egmore, Chennai, Tamil Nadu 600008",+91 8039664735
983,Soul To Sole : The Fitness & Dance Hub,3.5,"Soul To Sole, currently based in Delhi/NCR, is ranked amongst Delhi's top fitness and dance studios. With more than 80 workout options, Soul To Sole brings you unique ways to stay fit and procrastinate the procrastination.",http://soultosole.in/,"B-64, Greater Kailash I, New Delhi, Delhi 110048, India",9990021303
984,HaraMe Company ,3.6,Hara Me Company works across landscape design and urban ecology. We facilitate the re-connection between the constructed and the natural within our cities.,http://soultosole.in/,,
985,The Fairy Dust Studio ,4,"Headed by Sahej Pasricha, the brand essentially takes inspiration from whimsical boutiques and fluently infuses them into home accessories, stationery, vintage markets and more. The stationery from The Fairy Dust Studio is what dreams are made of. Think pastel colours, small prints and designs elegantly crafted & deployed to give you a treasure of a lifetime.
",http://soultosole.in/,,
986,Cuemath,4,"At Cuemath, they are dedicated to making math easy and fun to learn for kids using unique and immersive ways of learning.",https://www.cuemath.com,"Cuelearn Pvt. Ltd, Plot no. 7, 2nd Floor, 80 feet road, 4th Block, Koramangala, Bangalore - 560034",
987,Stance Dance Studio,3.8,"A Delhi based performing arts company, working with professional and pre professional dancers.",http://www.stancedance.in/,"40, Block K, Jungpura Extension, Jangpura, New Delhi, Delhi 110014, India",011 - 43547655
988,Brainsmith ,3.8,"They create innovative toys & tools to aid your child's brain development & make early learning fun. Educational Wooden Toys, Flashcards & Storybooks.",https://www.brainsmith.in/,099873 99936,
989,Youthance ,3.8,They are an online engagement platform that caters to the market demand by redefining part-time work culture in India.,http://youthance.com/,9999722799,
990,The Big Book Box,5,The Big Book Box is India's most loved book subscription box that delivers you the most amazing new released books from YA to adult fiction and some amazing bookish goodies!,https://www.thebigbookbox.com/,K-38 Malviya Nagar New Delhi 110017,9821988409
991,Book Thela ,3,We are the saviours of bibliophiles. We have a huge collection of both new and used books at throwaway prices. Because books never grow old! Happy Reading!,https://www.bookthela.com,"B-108, Second Floor, Ardee City, Sector 52 Gurgaon Haryana IN",+91-9896319703
992,Better Butter ,4,"BetterButter is a cooking platform created keeping the Indian cook in mind. With '100,000 recipes and videos', BetterButter is already the largest cooking platform in the country today. We are available on Web, Android, and iOS.
",http://www.betterbutter.in,,011 4106 1366
993,Book Chor ,5,"Bookchor allows users to buy and sell, used as well as new books online.",https://www.bookchor.com,"K20/7 Basement, DLF Phase 2, Gurgaon",0124-4561150
994,Mixologik ,4,Mixologik provides you with a unique “beverage experience.” They add a new twist to the ‘art of drinking’. Mixologik Bar School is one of the best institutes to learn Bartending both for people who want to take it professionally or just for fun.,http://www.mixologik.com,"D-86, 1st Floor, Main Market, Malviya Nagar",Also Available in: New Delhi
995,The Bookling's Crate,2.4,The Bookling's Crate is a book subscription platform that ensures you a box full of books and goodies once in every 30 days.,https://www.booklingscrate.com/,,090616 59039
996,Culture Chauraha ,4,"An art studio dedicated to teaching and promoting the arts & crafts. Working on art projects for more than 32 years, Cultue Chauraha introduces your creative side to you.",https://www.culturechauraha.com,"A-13, Block A, Gulmohar Park, Delhi, 110049",Also Available in: New Delhi
997,Fit By Ravissant ,3,Fit By Ravissant is a newbie gym and workout place and it has become all the rage already.,https://www.culturechauraha.com, 50-51 new friends colony New Delhi 110065,Also Available in: New Delhi
998,Gympik,3,"Gympik gets you the best of gyms, yoga, pilates, HIIT, aerobics classes near you. Just one Gympik app for all fitness center information you ever needed. Fitness and healthy lifestyles blogs also available.",https://www.gympik.com/,"#1357, 9th Cross, JP Nagar 1st Phase, Next to Green Trends, Bengaluru, Karnataka 560078",
999,BYJU'S,5,Byju’s has become the one-stop teacher for all those tough math problems or physics derivation to those brain crumbling chemistry equations. Byju’s is your tutor on-the-go.,http://www.byjus.com/,"4/1, Tower D, 2nd Floor, IBC Knowledge Park, Bannerghatta Road, Bhavani Nagar, Bangalore - 560029, Near Jayanagar Fire Station",+91 924 133 3666
1000,Do Nice Shit,5,"Do Nice Shit is becoming synonymous with kindness. From feeding the hungry, educating kids and caring street animals, Do Nice Shit aren’t restricted to just one specific act of kindness. Be a part of this unique NGO!",http://www.byjus.com/,New Delhi,
1001,Cure.Fit,4.2,"Cure.Fit brings you the best form of fitness you ever wanted. With options in fitness at home and fitness centre, you are left with no excuses. Get assistance with diet, yoga, meditation and much more. Cure.Fit provides you following Options are:
1. cult.fit
2. eat.fit
3.mind.fit
4.care.fit",https://www.cure.fit/,,
1002,Navvi.in,4,"Navvi.in is an online marketplace established to bring together unique products from all over the country. From gifts to home decor, office accessories and much more, we have all under one roof.",www.navvi.in,"Kolkata, West Bengal, India",9330050014
1003,Holyatra Air Services ,3.8,"We provide tour operators and agents with the highest quality services. We can provide services to our clients for bookings like the FIT, Group Tours, Special Religious Tours, Specialty Tours, Heli-Tour packages, Air charter etc.",https://trustvardi.sfo2.digitaloceanspaces.com/images/1570557576193tajmahal.pdf,"Lower Ground Floor, K7/26, DLF Phase-||, Gurugam 122010",08860360039
1004,Knick Knack Nook,4.5,"Knick Knack Nook is your one-stop destination for fashion accessories in India-for every mood, need and occasion! We love versatility and you’ll never find ‘more of the same’ designs on our website! With our unique capsule collections and new product launches every month, you’ll keep wanting to come back for more. From jewelry like earrings, rings, chokers, necklaces, nose pins and bracelets to socks, bags, headbands and sunglasses- we’ve got it all.",https://www.knickknacknook.in/,9560524860,
1005,Kompanero,4,"Kompanero is a brand born with the idea of creating leather bags with a vintage appeal using high-quality leather. Each bag is unique, individualistic in style and a statement by themselves. The product ranges from ladies handbags, men’s bags to other timeless accessories.",https://kompanero.in/,"#356, DLF Mall of India Sector 18, Noida, Uttar Pradesh 201301",01206612857
1006,Stone Metal Scissors,3.7,"Stone.Metal.Scissors. is a small, impulsive endeavour where we narrate our stories through creative expression, using simple stone, metal and scissors. Our wonderland is filled with an eclectic mix of statement pieces, intricate patterns and a mind brimming with curiosity. Our aim is to simply create pieces that uplift your ensembles and bring out your personality.",https://www.etsy.com/shop/stonemetalscissors?fbclid=IwAR3rnWgTneyQdMIyvwVLEBJWm5A0R2dBM3JXkd6Yaf-4XY4CJXV_z18P5pk,"4th Floor, We Work, Platina towers, Mehrauli-Gurgaon Road, Gurugram, Haryana ",9555063500
1007,Saahra,3.7,"Saahra is India's first multi-designer store dedicated to sustainable and fair trade artisanal craftsmanship. Saahra Sustain, our in-house timeless collection paying tribute to the modern feminine will be available online. Embracing the spirit of being conscious, Saahra is a multi-designer boutique for sustainable and ethically crafted fashion and lifestyle products. Our e-boutique with a curated collection of contemporary and conscious fashion, beauty and lifestyle. ",https://www.saahra.com/," 1, Central Ave, Block B, Maharani Bagh, New Friends Colony, New Delhi, Delhi ",9871110063
1008,Saddlemage,4,"Saddlemage is a homegrown luxury leather brand that lets you dream big without emptying your pockets. Catering to both men and women, this cool brand does wallets, bags and laptop sleeves that come in cool colours and is a blend of the traditional and modern. Made using soft leather, the products are gorgeous to look at, and we've already laid our eyes on some pieces we love.
",http://www.saddlemage.com,9819844037,
1009,Lets Bunk Poshtel,3.9,"Set near shops and restaurants in the bohemian Hauz Khaz Village. Chic mixed-gender and single-sex dorms sleep 6 or 8 and provide complimentary Wi-Fi, lockers and bunk beds, plus minifridges, sitting areas and en suite, shower-only bathrooms. Private rooms are available. Some include living rooms.",https://letsbunk.live/,"T-40 Hauz Khaz Village, New Delhi, Delhi ",Also Available in: Hauz Khas
1010,No. 3 Clive Road,3.7,"No. 3 Clive Road is a luxury Indian brand specialising in exquisite hand-blended teas and bespoke locally produced accessories. Founded by Radhika Chopra in early 2015, the story and aesthetic of the brand uses design, quality and innovation to bring a moment of the elegance of a bygone era into the homes and lifestyles of today.",https://www.threecliveroad.com/,"29, Kriti Nagar, Block Y, Diplomatic Enclave, Chanakyapuri, New Delhi, Delhi ",
1011,SimBliss Farm,3.7,"The villa has a beautiful central courtyard with surrounding rooms, a swimming pool with a bar deck, gazebo, and BBQ pits - a perfect place for families or a group of friends to spend some quality time away from the hustle of the city. If you are adventurous and want to sleep under the stars, just ask our caretaker to set-up the tent for you!",https://www.simblissfarm.com/,"C-62 122052, Pachgaon",Also Available in: Haryana
1012,Leather No Leather,3.9,"Leather No Leather is a premium label which aims to capture a sustainable brand identity in India through a line of Vegan leather products. The true essence of the brand lies within the socio-economic growth as a major parameter! All our goods are 100% vegan, we stay far away from animal cruelty.",https://www.kalpane.in/leather-no-leather/,9971932626,
1013,Ajiliyaa,3.7,An abode to some of the most exquisite & exclusive apparel and accessories' labels. A boutique cafe that serves the classiest of fashion trends as per your taste. Ajilyaa helps you define a style of your own and make a statement.,http://www.ajiliyaa.com/,"A-1, Ajit park society",Also Available in: Gujrat
1014,Andamen,3.9,"A luxury fashion brand that celebrates Indian-ness. Sometimes quietly. Sometimes with a little jig. Their philosophy was going beyond the expected and standing out in the world of fashion as an Indian luxury brand. Luxury is not exclusivity. A brand we stand for heritage, contemporary styling and the belief that fabulous quality should be affordable.",https://www.andamen.com/,"Impulse, 41",9555263263
1015,Truefitt & Hill India,4.5,Truefitt & Hill offers its clientele a new level of unsurpassed service anywhere in the world. All our products have been carefully crafted in England since 1805. Truefitt & Hill acquired the Master Franchise License for the world-famous Barbershop.,https://www.truefittandhill.in/,"Lloyds Luxuries Ltd, 16th Floor, C-wing, Trade world,","Also Available in: Mumbai, Delhi, Banglore"
1016,MAL The Store,3.8,"MAL is a luxury fashion store of designer wear for children. When it opened its first store in 2010, with its pool of talented designers: craftsmen of drapes, stitches and textiles, MAL The Store quickly charmed the local style brigade. Challenging conventional practice through its unusual locations lived in displays and product selections, MAL The Store has quickly transformed into a retail enigma. ",https://www.truefittandhill.in/,N S Road Number 2,9833991800
1017,Kaudia Estate,3.7,"Three luxury villas sit on the mountainside. A family vacation home, a crazy idea between three old friends. Now, we want to share our favourite place on earth with you. The property includes three beautifully designed villas, a common lounge, a deck and a greenhouse where we grow all our own produce. We have activities such as archery, table tennis, and billiards on site. Upon request, we are happy to provide you with recommendations on local hiking trails and other adventure sports in the area.",https://www.kaudiaestate.com/kaudiaform/,"Chamba, Mussoorie Road, Kanatal, Tangdhar, Uttarakhand",Also Available in: Uttarakhand
1018,The LuxePass,3.9,"Book your Pass
Visit our Website or Android / iOS application.
Choose a luxury Hotel and amenity in your area. Select your preferred date and time. You will receive an email and text message with your
LuxePass.
You can either pay online or by cash/card at the Hotel.
LuxePass is 100% refundable on cancellations
Check-in
Carry your valid photo ID card and enter the OTP provided to you at the front desk of the Hotel.
The LuxePass only allows access to Hotel facilities reserved by you. It does not allow access to Hotel rooms.
Complimentary non-alcoholic welcome drink and discount vouchers for food & beverages at some Hotels.
Enjoy and Book Again!
Relax and enjoy Hotel facilities that offer luxury and privacy. You can swim, enjoy a workout at a luxurious gym and experience a top-notch spa treatment. Live every day like a vacation! Do book again if you enjoyed the experience. Make sure you provide a review as we are always looking forward to improving our services!",https://www.theluxepass.com,9999698630,
1019,Outback,4,"It is a modern luxury brand which makes innovative and progressive products for quality-conscious individuals. All our products are lovingly handcrafted from rich and premium materials sourced from all around the world. We put a lot of thought and love making products that set us apart from the rest. All our products are carefully designed, developed and mastered to provide maximum ease, comfort and pride to our customers. ",https://www.outback.life,378,1140534053
1020,Immri India,3.8,"Immri India is a breath of fresh air to the classic art of accessories with cultural influences and contemporary styles, making out of the box leather bags and accessories for women. We offer a Make your Own Bag Option. We offer a stellar collection of charms and straps to go with the bags and let you mix and match.",https://www.outback.life,"Siddhi Sadan, 29/3B, Chetla Central Rd, Chetla, Kolkata, West Bengal 700027, India",8334956174
1021,Da Milano Leathers Pvt. Ltd.,4.4,"Da Milano is an exclusive online shopping store in India; shop designer handbags, wallets, belts, computer bags and much more. You can visit our official website or can visit our stores to explore the luxurious collection of handbags and other accessories for men and women. ",https://www.damilano.com/,9953686360,
1022,Butter Up by Seema,4,#ButterUpBySeema offers 100% natural skincare products for the socially conscious people. Our products range is pure & handmade with utmost care & love.,https://www.damilano.com/,New Delhi,9899108876 
1023,Forever Spring,3.9,Forever Spring is here to make your every season blissful with array of beautiful flowers. Place your orders for the most exquisite and luxurious flower arrangements.,https://www.damilano.com/,9810512390,
1024,Mittal Teas,3.8,Gourmet Teas since 1954,https://www.mittalteas.com,"New Delhi House, Barakhamba, New Delhi, Delhi 110001, India",9958487875
1025,Alankara,4.3,Alankar is the ultimate renowned Jeweler for fine Diamond studded platinum and white gold Jewelry. Meticulously handcrafted Diamond engagement rings and fashion jewelry. Alankara are committed to make their consumer feel special with their personalized service and cutting edge jewelry designs.,http://www.alankara.lk/#,766500556,
1026,Candid knots,3.8,"Don't wanna buy a high priced ethnic wear just to wear it once? Candid knots brings you the perfect solution to rent a luxury one for any occasion. They rent Suits,Tuxedos, Sherwani,Ethnic Wears, Accessories etc, exclusively for Men.",http://candidknots.com/,"561, 1st cross, 1st main, Koramangala 8th Block, near Koramangala police station Bangalore, India",Also Available in: Bengaluru
1027,The Tie Hub,3.8,"If your are looking at the most stylish men’s accessories within the reach of your pocket you are at the right place. From neckties, bowties, scarves to cufflinks and belts you will find everything here. We offer a host of stylish and colourful products to choose from and delivered right at your doorstep.
At The Tie Hub we believe that the best product should be offered at value prices along with the best service.",https://www.thetiehub.com/,(+91) 22-2613-0975,
1028,NIIAASHI,3.8,"The designer duo Ashveen Kaur and Nikita Puri collaborated to start a design perception driven by their core belief of minimalism, simplicity and versatility. Both coming from different educational backgrounds of architecture and law got together to create a brand that was driven by their inveterate fondest towards fashion. With a dream of creating a brand that would become an influence in the realm of fashion, NIIAASHI was create.",https://niiaashi.com/,9108552594 ,
1029,Suvi Collection,3.8,"Comprehensive brand curating luxury needs for corporates, weddings and all types of events .",https://niiaashi.com/,,
1030,Flowers by Mogra House,3.8,We deliver luxury Fresh-Flower Box Bouquets. Hand-crafted with love & care .,https://niiaashi.com/,Delhi - NCR,09711113501
1031,Ekaya,3.8,"Ekaya is a contemporary, bespoke brand presenting the finest works of Banarasi art from the Indian craftsman’s repertoire.The brand was established with the vision to change the way handloom textiles are sold and presented in India, with the aim towards reinforcing and asserting the traditional textile's place in fashion's luxury platform.",https://www.ekaya.in/,"Delhi D7 Defence Colony, New Delhi 110024",+919560467124
1032,ZORAYA,3.8,Zoraya is a clothing line of contemporary luxury. A label that pays homage to artisanal craftsmanship from across the country.,https://zoraya.in/,"E-49/7, okhla industrial area, phase-2, delhi, india, 110020",8376834509
1033,KHOYA,3.5,"At Khoya, We are committed to using ingedients that are 100% natural and organic.we only use organic and shudh(pure) desi ghee and do not add artificial coloring and flavoring agents and preservative,khoya box wrapped with finesse leaves a lasting impressionm,Khoya is as individual as you,.Khoya mithai box can be exclusively customized to suit your style. ",http://khoyamithai.com/,"B-6/8,Pocket-b,okhla phase-2,okhla industrial area,new delhi-110020",8010424424
1034,Huemn,3.7,"Huemn is a premium and luxury fashion brand for Him and Her which aims to bring narratives and stories through its clothing collection, and make the bond between humans stronger.",https://www.huemn.in/,"Huemn Warehouse: Studio 7, 258/660, Lane no 3, Westend marg, Saidulajab, New Delhi – 110030",011 6500 0173
1035,Scentido India,3.8,"Scentido creates a luxurious retail environment exclusively for niche fragrances. From century-old fragrance houses to the distinctive newcomers in the space, we surround you with simply the finest.
",http://scentido.com/,"Unit No. 1, Gr. Floor, Kermani Building, Sir P. M. Road, Fort, Mumbai Mumbai City MH 400001",022-67479600
1036,Artous,3.8,"Art always finds an outlet – across mediums & materials. All it needs is a blank canvas, a dexterous pair of hands and a keen pair of eyes that realizes its worth.
Using the finest yarns that can be beamed, dyed, washed and given finishing touches using avant-garde technology, Artous excels at subtle experimentation by uniting commonly used materials with plush fabrics.",https://artous.in/,"New Delhi, India",+91-9899999881
1037,koy store,3.8,We believe good design needs to stimulate and the ultimate luxury is the freedom to express yourself.,http://koy.store/,"Keshav Nagar, Mundhwa. Pune 411036. Maharashtra. India.",+91 98908 00029
1038,Baked By Ratna Saluja,2,"Baked by Ratna Saluja brings to you cakes, browines, chocolates and more prepared by the masterchef owner Ratna Saluja, which are sure to leave you wanting for more.",http://koy.store/," S 382, Panchsheel Park, 1st Floor New Delhi 110017",Also Available in: New Delhi
1039,Santieb's,3.8,Santieb's is a luxury lifestyle brand specializing in perfumes. The fragrances are made with a combination of French expertise and Indian innovation.,https://www.santiebs.com/,"24, Camac Street Camac Square Mall (2nd Floor) Kolkata 700 016","Also Available in: Kolkata, West Bengal"
1040,Jeffurry's : The Pet Resort,3.8,"JEFFURRY'S is a story dedicated to every pet parent with world class luxury pet services like pet boarding,cafe,spa,retail & events at THE PET RESORT in NEW DELHI.
Our aim is to shower pets with love & care in a safe environment thus creating an experience for our furriend's :) ",https://www.jeffurrys.com/,"Kh. 78/11-20 Metro Pillar #631, Rohtak Rd, Mundka, Delhi 110081",Also Available in: Delhi NCR
1041,Rakkh,4,"Perched on a hilltop just outside the pretty village of Rakh and surrounded by terraced hillsides – Rakkh is one of the famous resorts to stay in the lap of snow-clad hills at Dharamshala, Himachal Pradesh. The Dharamshala hotel, situated in the midst of the scintillating Dhauladhar ranges has an in-house spa, and fifteen cottages and two interconnecting rooms with the perfect blend of authentic design using local materials and all the modern comforts one would expect of a boutique property. ",https://www.rakkh.com/,"Ghamrota Village, P. O. Ballah, Tehsil Palampur, District Kangra, Himachal Pradesh, India- 176061","Also Available in: Palampur, India"
1042,FabGetaways,4,"FABgetaways is here to make your luxury travel dreams come true! They are a members-only luxury travel platform, specialising in personally curated travel deals. Their dedicated team of experts check every hotel and resort personally, to make sure you experience the best the world has to offer. And if that isn’t enough, they get you deals that are too hard to say no to.",https://www.fabgetaways.com/,+91 90990 61000,
1043,Syahi,4,"Syahi gives you a luxury art piece in the form of a pen. Finest heartwood is used to craft fine writing instruments. Heartwood makes for the cleanest grain and a strong instrument. Each pen is crafted over time, passing through multiple artisans with the most meticulous hands. ",http://www.syahiindia.com/,99305177778,
1044,Eco rent a car,3.8,"Eco rent a car is a one-stop-shop for all luxury car rental needs. Their fleet consists of the most premium cars across India and with an established network extending through 80 cities across the country. You can rent cars for weddings, corporate events, travel etc. ",http://www.ecorentacar.com/,"238, Second Floor, Okhla Industrial Estate Phase 3, New Delhi, Delhi 110020",Also Available in: Delhi
1045,Bride & Beautiful,5,Bride & Beautiful offers the unique and best quality of bridal dresses and gowns. It provides the best service to the customers and it is a one-stop shop for all your bridal needs. You will be happy to add them into your bridal dress story.,https://brideandbeautiful.co.in/,"253, 2nd floor Gora Street, Shahpur Jat, Near Siri Fort New Delhi, Delhi 110049, India","Also Available in: Delhi, Banglore &more"
1046,Bridal Asia,4.6,"Bridal Asia brings to you a meticulously curated collection of bespoke bridal fashion. Whether you’re the bride, the bridesmaid or simply a serial wedding attendee, Bridal Asia offers you a roster of handpicked fashion, jewelry and accessories all under one roof.",www.bridalasia.com,Services International | D-4 | LSC | A Block | Naraina Vihar New Delhi | 110028,"Also Available in: Delhi, Mumbai, Ludhiana &more"
1047,Tjori,4,The idea behind the brand is to change your ideas about Indian fashion. Tjori offers a wide variety of products from clothes to accessories that make it comfortable and classy for you to carry ethnic wear and present outfits which are made from Indian handloom.,https://www.tjori.com,"Kh 356/357, Sultanpur Metro Station, MG Road Delhi, Delhi 110030, India",0120 626 6266
1048,Dmodot,5,"Dmodot is a brand that brings you men's and women's footwear in the most designer and comfortable manner. Dmodot, earlier known as Dameriino, is a brand that brings you a wide variety of footwear options for every walk of your life.",https://www.dmodot.com,"dmodot 125, First Floor, Shahpur Jat, New Delhi - 110049",+91 9897876511 
1049,deckout.in,3.8,"Deckout presents some unique, some different and some ‘with a twist’ decor items, to add an aesthetic touch to your homes & offices, from the heart of India. Their products range from candle stands to coasters to just home decor stuff so that your home becomes a better paradise for you!",https://deckout.in,"255, Ther Anshik, Sambhal- 244302, UP, India",+91-9811665350
1050,Dale + Co.,4,"Dale + Co., named after two lovely dogs (Dale and Cooper), is a brand that provides you with global handicrafts with a noble aim to bring worldwide craftsmanship to India - which are accessible, affordable and matches your taste and utility.",https://www.daleandco.in/,,
1051,Crust N Cakes,3.4,"At Crust n Cakes, you get specially made, 100% eggless cakes delivered to your place anytime and anywhere (in Gurugram) you want. From cakes for nearly every occasion - birthdays, weddings, engagement - and even for friends who like laughing to those double meaning jokes, they give a unique and sweet touch to every special memory of yours!",https://www.crustncakes.com/,"U Block, DLF Phase-3, U Block, DLF Phase 3, Sector 24, U Block, DLF Phase 3, Sector 24, Gurugram, Haryana 122002",9871871827
1052,Celebração,3.8,"At Celebracao, get the most exciting and luxurious floral gift options to those fancy event decor options where you get a touch of uniqueness to everything. Be it a birthday, an anniversary or just a special gathering, Celebrate it with Celebracao!",https://www.crustncakes.com/,"C 303, La Tierra, Dhanori Road,, Vishrantwadi, Pune, Maharashtra 411015",080078 53825
1053,HYPE Luxury Car Rentals,2.4,"Hype is a cool mobile app and website for consumers who seek to ride super luxury cars or rent them out. You can choose from some of the famous elite class cars in the world. And trust us when we say, these are no ordinary cars. They are the best among the best and they are ready to be driven around by you. ",https://www.gohype.in/,"HYPE TECHNOLOGIES, Bilekahalli, Bannerghatta Road BANGALORE 560076",8884023355
1054,Noire Company,3.8,Noire company is a brand that gives you an opportunity to style up your outfit and improve your fashion. The idea of the company is to set new trends and bring street style into your homes. The brand promotes urban fashion and gives you good quality caps.,https://www.gohype.in/,,
1055,Wedniksha ,3.8,"Wedniksha brings dream weddings to life. Over the last two decades, they’ve orchestrated a slew of fabulous and unforgettable memories. Wedniksha finds pride in blending the best of traditional and modern elements with precision detailing along with an enchanting ambience.
",http://wedniksha.com,"Regus, Level 3, Neo Vikram, Above Audi Showroom, New Link Road, Andheri (W), Mumbai, Maharashtra 400053",9821046996 / 9821929652 
1056,Isharya ,4.7,"Isharya fuses California chic with Bollywood glam. The jewelry designs are inspired by India’s intricate and vibrant style. Isharya blends modern techniques with heirloom details to create on-trend, high-quality jewelry that are provocative and sophisticated, yet available at accessible price points.",https://www.isharya.com,"2nd Floor (near PVR exit), Saket, New Delhi – 110017",9136457663
1057,Lavish Bath Essentials ,3,"Organic bath and beauty products that'll take your senses on a fragrant ride, while curing your woes with their magical ingredients. ",https://www.isharya.com,,
1058,The Rose Affair,3.2,"Now, with The Rose Affair, gift your loved ones roses that stay young and fresh forever. With roses ranging from fresh bouquets to gift sets, The Rose Affair has got your back (with roses, of course)!",http://www.theroseaffair.com/,088503 26740,
1059,Divine Teas,3,Divine Teas brings you the best of Germany's luxury teas. Their UTZ certified and fair traded teas are now available India. ,http://www.theroseaffair.com/,82914 17117,
1060,Meraki - The Jewel Of Lady ,4.1,Meraki have a breathtaking jewelry collection curated for women. Their jewelry will be a worthy addition to your collection. Explore aesthetic and intricate jewelry designs here! ,http://www.theroseaffair.com/,,
1061,Carra,3.8,CARRA is a gourmet chocolate brand. They serve exquisite and artistic handcrafted chocolates! Luxury chocolates are available for both retail and corporate gifting. ,http://www.carra.co.in/,113 ,9871877259
1062,One Day Millionaire - ODM,3.9,"With ODM, celebrate that special occasion the way it is deserved to be celebrated.",http://www.onedaymillionaire.in,095999 92421,
1063,Interflora India,4.2,Interflora is the world’s largest and most experienced flower delivery network. Every bouquet ordered is prepared with care and can be hand-delivered as promised anywhere in the world in just a few hours.,https://www.interflora.in/,,
1064,Blown.in ,4,"Get a new Haircut and instead of a selfie, celebrate it with a drink or two at Blown. At Blown, they blow more than just hair (MINDS. They blow minds)!",http://www.blown.co.in/,"G1, Embassy Chambers, Vittal Mallya Road, (next to Ffolio), Bangalore 560001 ",080 4370 3783
1065,Lakkadhaara ,4,#Lakkadhaara brings you wooden furniture crafted with elaborate & exquisite carvings which commands incomparable values in terms of beauty & opulence.,https://www.lakkadhaara.com/," 601, Riya Prithvi Apartment, Railway Colony, Jagatpura, Jaipur, Rajasthan - 302025",+91 9309322290
1066,RAS Luxury Oils,4,"A treasure-trove of pure and natural essences and blends that elevate your radiant inner beauty and awaken your mind, body and soul.",http://www.rasluxuryoils.com,"RAS Head Office, Near Bal Ashram, Kutchery Chowk Raipur-492001, Chhattisgarh, India",+91 9329 773 003
1067,Ahstyleme ,3.5,"Ah! Style me is a brand that mixes chic and innovation, and gives you a product that matches your sense of style. This classy brand gives you a look, feel and experience of high end fashion. The idea behind the brand is to make accessories for modern women and give them something to show off. (classy,enough?)",http://www.rasluxuryoils.com,0091-9582212766 ,
1068,Naad Wellness ,4,NAAD is a World-class Wellness Centre which offers Authentic Treatments & Therapies of the highest quality #ForASoundYou,https://www.naadwellness.com/,"Naad Wellness Private Limited Ansal Sushant City, Sector 62 Kundli, Sonepat - 131023, Haryana",070566 15555
1069,Rosewalk,4.5,Rosewalk hospital is a women's only medication centre that not only claims but ensures that every woman is treated with utmost care and luxury.,https://www.naadwellness.com/,,
1070,Kukoon The Label,3.8,Kukoon The Label is a global luxury lifestyle brand that has a unique approach to fashion. The collections are dedicated to the modern and classy fashionistas who enjoy glamour & refinement.,http://www.kukoonthelabel.com/,"D-68, D Block, Sector 2, Noida, Uttar Pradesh 201301",096438 09302
1071,Yaan Tours ,4,They design customised itineraries and look into all travel arrangements for journeys in Rajasthan. ,https://yaantours.com/,,
